id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD032378,CLI00769,P018,27/08/2023,-1,1799,annule,Casablanca,Wafacash,LIV003,2023-08-30
CMD040111,CLI01441,P006,Oct 03 2024,3,3499,DONE,Safi,Google Pay,LIV001,2024-10-07
CMD033004,CLI04744,P026,24/08/2024,3,1499,DONE,Casablanca,Wafacash,,2024-09-03
CMD024416,CLI03475,P034,2022-12-30,1,599,livre,tanger,Western Union,LIV002,2023-01-01
CMD010022,CLI03161,P011,2022-05-28,1,5999,LIVRE,Tnja,Apple Pay,LIV010,2022-06-03
CMD029051,CLI04149,P006,04/01/2022,1,3499,annule,Marrakech,Cash à la livraison,LIV010,2022-01-06
CMD006197,CLI02606,P017,Nov 08 2024,2,2199,livré,Tanger,Apple Pay,LIV005,2024-11-09
CMD022756,CLI02580,P012,Apr 24 2022,-1,7999,annule,Rabat,PayPal,LIV011,2022-04-28
CMD006396,CLI00391,P004,Jul 12 2024,1,3999,livre,rabat,Western Union,LIV015,2024-07-14
CMD025395,CLI00543,P022,09/10/2023,4,349,livré,Casablanca,Cash à la livraison,LIV013,2023-10-18
CMD042082,CLI03967,P037,25/04/2024,4,249,DONE,Tanger,Cash à la livraison,LIV003,2024-04-26
CMD002393,CLI04469,P004,18/07/2023,1,3999,DONE,Casablanca,Cash à la livraison,LIV002,2023-07-26
CMD033672,CLI02379,P014,30/11/2022,2,8999,LIVRE,Tétouan,Apple Pay,LIV008,2022-12-03
CMD016682,CLI01131,P004,2024-06-17,1,3999,DONE,Marrakech,PayPal,LIV015,2024-06-19
CMD024776,CLI02229,P016,2023-06-06,1,4299,LIVRE,Tanger,Carte bancaire,LIV005,2023-06-16
CMD008164,CLI04159,P008,02/06/2023,0,1299,DONE,Tanger,Western Union,LIV014,2023-06-04
CMD001705,CLI03653,P015,2022-06-14,0,14999,livré,Fès,Wafacash,LIV005,2022-06-19
CMD032953,CLI02624,P026,13/08/2023,1,1499,livre,TETOUAN,Cash à la livraison,,2023-08-17
CMD004001,CLI04901,P013,09/07/2023,1,5499,KO,Casablanca,Apple Pay,,2023-07-10
CMD031163,CLI02835,P002,Jan 10 2023,1,9499,KO,CASABLANCA,Cash à la livraison,LIV009,2023-01-12
CMD001890,CLI00212,P045,23/09/2022,4,49,livre,Tnja,Virement bancaire,LIV004,2022-09-27
CMD021473,CLI01986,P022,28/06/2022,1,349,en_cours,Marrakech,PayPal,LIV007,2022-07-01
CMD043740,CLI00381,P010,2022-01-03,1,6499,annule,Rabat,PayPal,LIV014,2022-01-11
CMD034185,CLI01911,P022,May 01 2023,1,349,DONE,RABAT,PayPal,LIV009,2023-05-10
CMD035597,CLI04245,P026,May 03 2023,1,1499,retourne,Tanger,Cash à la livraison,LIV010,2023-05-09
CMD011425,CLI04283,P008,Jan 08 2024,1,1299,annulé,Casablanca,Carte bancaire,LIV005,2024-01-14
CMD020398,CLI02267,P002,Jun 19 2022,1,9499,OK,Casablanca,Virement bancaire,LIV006,2022-06-25
CMD008867,CLI03717,P013,11/10/2024,-2,5499,DONE,Casablanca,Google Pay,LIV006,2024-10-19
CMD011105,CLI00211,P018,2022-04-13,2,1799,OK,Marrakech,Google Pay,LIV012,2022-04-20
CMD028900,CLI04367,P048,08/07/2024,1,69,en_cours,Tanger,Google Pay,LIV010,2024-07-13
CMD028824,CLI02308,P025,2024-04-13,1,499,livre,Rabat,Wafacash,LIV014,2024-04-21
CMD046758,CLI03170,P013,03/08/2024,1,5499,livre,Tanger,Cash à la livraison,LIV010,2024-08-12
CMD012438,CLI02085,P017,2022-09-06,1,2199,annule,Tanger,Western Union,LIV009,2022-09-16
CMD021129,CLI00758,P012,11/07/2023,1,7999,livré,Fès,Google Pay,LIV002,2023-07-20
CMD040591,CLI02668,P020,2024-02-15,1,2899,livré,Fès,Virement bancaire,LIV005,2024-02-24
CMD035302,CLI03578,P002,2023-09-14,2,9499,DONE,Agadir,Virement bancaire,LIV001,2023-09-22
CMD041361,CLI03315,P024,12/02/2024,1,799,livre,Tnja,Virement bancaire,LIV005,2024-02-21
CMD003218,CLI04508,P041,Mar 26 2024,1,89,DONE,Tanger,Google Pay,LIV013,2024-04-05
CMD027629,CLI02211,P001,Apr 26 2022,2,12999,livré,tangier,PayPal,LIV012,2022-05-01
CMD037381,CLI03417,P014,02/11/2024,4,8999,LIVRE,Fès,Western Union,LIV005,2024-11-11
CMD042814,CLI00175,P016,07/01/2024,1,4299,livre,Fès,Cash à la livraison,LIV003,2024-01-08
CMD024233,CLI03544,P001,15/02/2023,2,12999,livré,casa,Carte bancaire,LIV014,2023-02-16
CMD040227,CLI02695,P006,2024-06-06,3,3499,livré,dar beida,PayPal,LIV007,2024-06-07
CMD036325,CLI03044,P002,Aug 22 2024,2,9499,DONE,Marrakech,Carte bancaire,LIV007,2024-09-01
CMD028227,CLI04137,P031,May 23 2023,1,349,DONE,Casablanca,Wafacash,LIV013,2023-05-31
CMD048027,CLI04951,P028,Mar 04 2023,1,599,LIVRE,Tanger,Carte bancaire,LIV006,2023-03-14
CMD016679,CLI02314,P011,Sep 27 2022,1,5999,DONE,Fès,Wafacash,LIV009,2022-10-01
CMD038466,CLI01340,P025,Oct 12 2022,1,499,retourne,tanger,Carte bancaire,LIV010,2022-10-21
CMD012786,CLI00211,P004,Jan 21 2024,4,3999,LIVRE,Tanger,Wafacash,LIV006,2024-01-27
CMD021287,CLI01091,P024,Sep 16 2024,-1,799,annule,Fès,Google Pay,LIV011,2024-09-18
CMD008219,CLI03080,P035,2024-11-15,4,699,annulé,Casablanca,PayPal,,2024-11-19
CMD001746,CLI00370,P016,10/11/2024,2,4299,retourne,Tanger,Google Pay,LIV001,2024-11-11
CMD044272,CLI02575,P003,2023-11-03,2,11999,annulé,Tanger,Wafacash,LIV002,2023-11-13
CMD028731,CLI04547,P037,2024-09-06,5,249,OK,Casablanca,Google Pay,LIV008,2024-09-08
CMD042579,CLI02252,P011,Jul 10 2023,0,5999,livré,Casablanca,Western Union,LIV013,2023-07-15
CMD017592,CLI02479,P020,Jan 21 2024,5,2899,LIVRE,Taza,Apple Pay,LIV002,2024-01-31
CMD012350,CLI00076,P043,Jun 13 2024,1,59,OK,Meknès,Google Pay,LIV011,2024-06-22
CMD033582,CLI03299,P022,24/06/2023,2,349,LIVRE,casa,Virement bancaire,LIV015,2023-07-03
CMD005082,CLI02564,P011,Mar 31 2022,1,5999,livré,Casablanca,Western Union,LIV003,2022-04-04
CMD035200,CLI03093,P013,2023-08-20,2,5499,annulé,tangier,Google Pay,LIV011,2023-08-26
CMD005316,CLI01633,P001,2024-01-26,1,12999,en_cours,Casablanca,Google Pay,LIV013,2024-01-29
CMD019427,CLI00099,P008,2024-05-17,1,1299,DONE,Tanger,Cash à la livraison,LIV008,2024-05-24
CMD049121,CLI01403,P003,23/02/2024,2,11999,retourne,Tanger,Apple Pay,LIV014,2024-02-24
CMD046228,CLI00379,P034,2024-01-08,1,599,LIVRE,Marrakech,PayPal,LIV015,2024-01-10
CMD016332,CLI04994,P025,15/06/2023,2,499,LIVRE,Casablanca,Cash à la livraison,LIV011,2023-06-17
CMD010584,CLI02377,P017,10/01/2023,2,2199,livre,Tanger,Carte bancaire,LIV011,2023-01-20
CMD032571,CLI01094,P034,31/12/2024,1,599,OK,Tanger,Google Pay,LIV007,2025-01-04
CMD029744,CLI04668,P024,2023-10-12,3,799,livré,Safi,Cash à la livraison,LIV011,2023-10-18
CMD038759,CLI00511,P005,23/04/2022,1,2799,KO,Rabat,Carte bancaire,,2022-04-26
CMD026435,CLI00228,P001,Oct 06 2022,5,12999,livré,tng,Virement bancaire,LIV012,2022-10-08
CMD038087,CLI04955,P010,Oct 31 2023,2,6499,livré,Rabat,Carte bancaire,LIV012,2023-11-10
CMD013035,CLI04442,P026,2024-10-29,1,1499,livré,tng,Carte bancaire,LIV004,2024-11-03
CMD023108,CLI04071,P028,2022-02-05,2,599,livre,Fès,Apple Pay,LIV006,2022-02-06
CMD024454,CLI04711,P001,14/04/2024,4,12999,livre,Fès,Google Pay,LIV009,2024-04-21
CMD016266,CLI00011,P050,Mar 07 2022,1,22,annule,Tanger,Virement bancaire,LIV003,2022-03-17
CMD021881,CLI01592,P007,2023-03-25,2,2299,retourne,Marrakech,Google Pay,LIV002,2023-03-26
CMD024199,CLI01735,P038,2022-02-19,1,299,DONE,Marrakech,Carte bancaire,LIV006,2022-03-01
CMD023733,CLI00380,P046,2023-05-29,1,35,DONE,Tanger,Western Union,,2023-05-30
CMD022933,CLI00601,P013,01/08/2024,1,5499,annule,Rabat,PayPal,LIV010,2024-08-08
CMD020959,CLI03954,P011,14/12/2024,1,5999,annulé,Safi,Virement bancaire,LIV013,2024-12-18
CMD015809,CLI02583,P028,2023-02-28,1,599,annulé,Oujda,Wafacash,LIV010,2023-03-07
CMD033945,CLI03873,P045,2022-09-10,5,49,DONE,MARRAKECH,Wafacash,LIV010,2022-09-18
CMD012093,CLI02807,P008,Jul 31 2022,1,1299,LIVRE,Agadir,Western Union,LIV007,2022-08-02
CMD024863,CLI01279,P008,2024-07-08,4,1299,livré,Tanger,Apple Pay,LIV006,2024-07-16
CMD047208,CLI03252,P005,Jun 09 2024,1,2799,livré,Tanger,Apple Pay,LIV004,2024-06-13
CMD011161,CLI04073,P013,07/10/2022,3,5499,DONE,Tanger,Virement bancaire,LIV012,2022-10-17
CMD018796,CLI03984,P016,09/07/2024,1,4299,OK,Tanger,Cash à la livraison,LIV009,2024-07-13
CMD033770,CLI02349,P033,Oct 20 2024,1,1499,annule,Casablanca,Cash à la livraison,LIV007,2024-10-22
CMD026873,CLI01692,P034,11/02/2024,1,599,livré,Agadir,Virement bancaire,LIV014,2024-02-19
CMD023102,CLI03316,P032,17/06/2024,1,0,DONE,tanja,PayPal,LIV008,2024-06-25
CMD023321,CLI02218,P029,19/07/2024,1,899,annulé,Fès,Cash à la livraison,LIV002,2024-07-23
CMD003452,CLI00305,P015,Mar 09 2022,1,14999,livré,Tanger,Wafacash,LIV001,2022-03-17
CMD019183,CLI04599,P020,Jun 29 2024,1,2899,annule,Casablanca,Western Union,LIV009,2024-07-08
CMD041231,CLI04760,P016,10/01/2022,2,4299,livre,TANGER,Carte bancaire,LIV012,2022-01-17
CMD048706,CLI02026,P014,2022-09-06,3,8999,KO,Tanger,Cash à la livraison,LIV009,2022-09-14
CMD042957,CLI02307,P006,Aug 02 2024,2,3499,livré,Tanger,Western Union,LIV013,2024-08-04
CMD027221,CLI01758,P026,29/11/2022,1,1499,DONE,Tanger,Western Union,LIV013,2022-12-04
CMD004317,CLI02657,P047,06/01/2024,5,29,annule,Casablanca,Virement bancaire,LIV008,2024-01-10
CMD021166,CLI03814,P016,2022-05-19,2,4299,LIVRE,Meknès,PayPal,,2022-05-22
CMD044404,CLI04523,P049,23/04/2024,1,79,annule,Casablanca,Cash à la livraison,LIV004,2024-05-01
CMD027241,CLI01008,P033,24/11/2022,1,1499,OK,Tanger,Western Union,LIV007,2022-11-26
CMD033071,CLI02550,P019,10/03/2023,1,1299,OK,dar beida,Apple Pay,LIV002,2023-03-20
CMD011582,CLI01170,P001,Feb 27 2022,1,12999,livré,tng,Cash à la livraison,,2022-03-08
CMD005653,CLI00349,P025,2024-03-19,1,499,livre,Casablanca,Carte bancaire,LIV012,2024-03-25
CMD027246,CLI01916,P050,2024-08-29,1,22,LIVRE,Fès,Western Union,,2024-09-08
CMD030034,CLI03902,P010,26/03/2022,2,6499,OK,Rabat,Wafacash,LIV014,2022-03-28
CMD009336,CLI00344,P046,18/02/2022,2,35,LIVRE,Rabat,Apple Pay,LIV005,2022-02-25
CMD005451,CLI00093,P001,Sep 18 2023,4,12999,livré,Casablanca,Virement bancaire,LIV014,2023-09-21
CMD046290,CLI01553,P006,09/07/2023,2,3499,en_cours,Tanger,Carte bancaire,LIV006,2023-07-19
CMD014931,CLI00948,P002,2024-04-08,1,9499,livré,Agadir,PayPal,LIV014,2024-04-18
CMD029745,CLI00616,P022,08/10/2023,1,349,en_cours,Casablanca,Western Union,,2023-10-10
CMD026091,CLI02787,P015,Dec 21 2023,1,14999,LIVRE,Casablanca,PayPal,LIV003,2023-12-26
CMD000315,CLI03665,P004,04/08/2023,3,3999,LIVRE,Casablanca,Carte bancaire,,2023-08-09
CMD009337,CLI02641,P011,2022-11-19,1,5999,OK,Casablanca,PayPal,LIV012,2022-11-21
CMD019310,CLI01221,P048,2024-09-22,1,69,retourne,Casablanca,Apple Pay,LIV013,2024-09-28
CMD031029,CLI02263,P001,07/07/2024,1,12999,livre,Casablanca,Carte bancaire,LIV005,2024-07-10
CMD013521,CLI04980,P006,2022-09-02,3,3499,livre,Casablanca,Virement bancaire,LIV002,2022-09-06
CMD029523,CLI00787,P008,2023-10-10,1,1299,livre,Tanger,Apple Pay,LIV009,2023-10-14
CMD038232,CLI00745,P022,2022-11-06,1,349,OK,Tanger,Carte bancaire,LIV009,2022-11-11
CMD024963,CLI02191,P003,2022-05-25,-1,11999,annulé,Marrakech,Western Union,LIV002,2022-06-01
CMD040298,CLI01241,P017,11/12/2022,1,2199,OK,Casablanca,PayPal,LIV001,2022-12-15
CMD039563,CLI00975,P043,2023-09-16,1,59,DONE,TANGER,Virement bancaire,LIV009,2023-09-21
CMD047779,CLI00459,P008,11/06/2024,4,1299,DONE,Kenitra,Western Union,LIV014,2024-06-19
CMD020481,CLI04713,P017,20/01/2022,2,2199,DONE,Casablanca,Cash à la livraison,LIV002,2022-01-25
CMD000151,CLI02878,P033,Jul 25 2024,1,1499,livré,Tanger,Wafacash,LIV014,2024-08-04
CMD041569,CLI01037,P009,15/01/2024,1,13999,retourne,eljadida,Virement bancaire,LIV004,2024-01-22
CMD022234,CLI01833,P002,19/10/2024,0,9499,livre,Casablanca,Virement bancaire,,2024-10-23
CMD007445,CLI00926,P031,Aug 11 2023,1,349,annulé,Agadir,PayPal,LIV005,2023-08-16
CMD001738,CLI00677,P027,Jan 10 2023,1,699,KO,Casablanca,Google Pay,LIV008,2023-01-17
CMD023399,CLI04742,P047,2022-09-01,2,29,livré,casa,Wafacash,LIV002,2022-09-10
CMD010019,CLI00816,P011,2022-11-21,0,5999,livre,Casablanca,Carte bancaire,LIV010,2022-11-30
CMD034920,CLI00934,P007,24/03/2023,-2,2299,DONE,Fès,Virement bancaire,LIV006,2023-03-27
CMD008919,CLI03599,P021,27/10/2023,1,799,livre,Marrakech,Apple Pay,LIV004,2023-10-31
CMD000698,CLI03083,P012,24/01/2024,3,7999,livré,Tanger,PayPal,LIV009,2024-02-03
CMD008679,CLI00719,P046,27/12/2022,1,35,LIVRE,tangier,PayPal,LIV010,2022-12-29
CMD007702,CLI03792,P015,2023-02-20,1,14999,LIVRE,Agadir,Apple Pay,LIV002,2023-02-26
CMD001323,CLI00562,P039,07/02/2023,1,189,LIVRE,Tanger,Google Pay,LIV005,2023-02-08
CMD010437,CLI02433,P008,Nov 16 2024,1,1299,livre,tanger,Cash à la livraison,LIV005,2024-11-17
CMD045067,CLI04599,P001,2024-11-24,1,12999,retourné,Tanger,Apple Pay,LIV002,2024-11-27
CMD042780,CLI03840,P020,05/02/2023,2,2899,DONE,Fès,Western Union,LIV008,2023-02-08
CMD039650,CLI01706,P016,Jun 18 2023,1,4299,livre,Fès,Google Pay,LIV010,2023-06-24
CMD045777,CLI00785,P038,2024-08-07,3,299,annulé,Casablanca,PayPal,LIV011,2024-08-15
CMD044602,CLI00008,P001,13/02/2023,2,12999,annulé,Tanger,Apple Pay,LIV015,2023-02-21
CMD039837,CLI01081,P011,2022-11-28,3,5999,DONE,meknes,Wafacash,LIV010,2022-12-08
CMD027940,CLI01823,P010,Oct 06 2023,1,6499,DONE,rabat,PayPal,LIV005,2023-10-09
CMD018409,CLI02427,P018,Jun 30 2023,1,1799,DONE,Rabat,Wafacash,LIV011,2023-07-06
CMD037342,CLI02924,P025,Jun 14 2024,1,499,LIVRE,Tanger,Apple Pay,LIV013,2024-06-15
CMD000719,CLI00250,P019,Jun 09 2022,1,1299,DONE,Oujda,Carte bancaire,LIV002,2022-06-16
CMD015895,CLI04333,P027,2022-12-07,1,699,DONE,Oujda,Carte bancaire,LIV011,2022-12-14
CMD006730,CLI04575,P016,2024-12-05,1,4299,LIVRE,Tanger,Wafacash,LIV004,2024-12-15
CMD016249,CLI02925,P013,14/04/2024,2,5499,livré,Marrakech,Carte bancaire,LIV015,2024-04-21
CMD006234,CLI00797,P010,11/08/2022,1,6499,annule,Casablanca,Virement bancaire,LIV001,2022-08-12
CMD029285,CLI04831,P037,2022-02-09,2,249,livre,TANGER,Western Union,LIV011,2022-02-15
CMD003954,CLI01122,P017,2024-06-18,1,2199,livré,Casablanca,Cash à la livraison,LIV014,2024-06-22
CMD004421,CLI03715,P042,Feb 18 2023,1,129,livre,Casablanca,Google Pay,,2023-02-27
CMD046510,CLI03056,P019,2023-08-31,1,1299,livré,Casablanca,Apple Pay,LIV005,2023-09-08
CMD015483,CLI03336,P004,15/09/2022,1,3999,livre,Casablanca,PayPal,LIV002,2022-09-20
CMD021248,CLI01368,P038,2024-02-27,2,299,LIVRE,Tanger,PayPal,LIV012,2024-03-01
CMD047358,CLI02288,P020,2023-10-23,1,2899,DONE,Casablanca,Cash à la livraison,LIV015,2023-10-31
CMD005265,CLI02583,P028,2022-11-27,1,599,livré,Tanger,Virement bancaire,LIV009,2022-11-29
CMD000003,CLI01188,P003,2023-10-21,1,11999,DONE,Agadir,Virement bancaire,LIV015,2023-10-29
CMD008725,CLI01352,P001,31/08/2023,2,12999,livré,Casablanca,Western Union,LIV014,2023-09-09
CMD030398,CLI00199,P033,Feb 06 2024,5,1499,livré,Rabat,Google Pay,LIV001,2024-02-09
CMD006474,CLI03426,P012,24/04/2022,1,7999,LIVRE,Casablanca,Virement bancaire,LIV015,2022-05-02
CMD023884,CLI04412,P015,16/06/2023,1,14999,en_cours,Casablanca,Apple Pay,LIV015,2023-06-18
CMD042647,CLI04281,P037,Dec 21 2024,1,249,OK,marrakesh,PayPal,LIV010,2024-12-23
CMD004284,CLI00984,P040,Sep 04 2022,2,149,KO,Agadir,Western Union,LIV012,2022-09-12
CMD021907,CLI02590,P012,Jan 19 2022,5,7999,livre,tétouan,Carte bancaire,LIV004,2022-01-21
CMD020502,CLI04556,P009,May 18 2024,1,13999,livre,Tanger,Carte bancaire,LIV002,2024-05-23
CMD037359,CLI02434,P026,2024-08-29,2,1499,livre,Marrakech,Cash à la livraison,LIV008,2024-09-08
CMD007942,CLI03269,P009,2023-06-09,2,13999,livré,Tanger,Virement bancaire,LIV011,2023-06-17
CMD018783,CLI02018,P013,Dec 19 2022,2,5499,LIVRE,Tanger,Carte bancaire,LIV014,2022-12-21
CMD036842,CLI00674,P006,2023-05-22,1,3499,LIVRE,Casablanca,Virement bancaire,LIV004,2023-05-27
CMD021530,CLI02741,P050,Jun 15 2022,1,22,DONE,Nador,Wafacash,LIV010,2022-06-23
CMD006873,CLI02692,P050,2024-08-20,4,22,livre,Tanger,Wafacash,LIV005,2024-08-25
CMD023723,CLI01701,P026,2024-06-21,1,1499,LIVRE,Oujda,Google Pay,,2024-06-26
CMD025266,CLI03044,P050,Apr 25 2023,2,22,livre,Tanger,Cash à la livraison,LIV007,2023-05-03
CMD033906,CLI01533,P044,21/06/2022,1,89,LIVRE,Casablanca,Google Pay,LIV004,2022-06-29
CMD044801,CLI03446,P028,2022-05-19,1,599,DONE,Tanger,PayPal,LIV005,2022-05-23
CMD044964,CLI00707,P017,28/11/2024,1,2199,livre,Agadir,Cash à la livraison,LIV013,2024-11-29
CMD042467,CLI00932,P024,Jun 09 2023,2,799,livre,Casablanca,Cash à la livraison,LIV008,2023-06-17
CMD027892,CLI03966,P019,Sep 18 2023,2,1299,DONE,Tétouan,Wafacash,LIV015,2023-09-19
CMD046095,CLI02970,P031,20/11/2024,1,349,OK,Tanger,Virement bancaire,LIV008,2024-11-27
CMD036620,CLI00668,P011,Apr 12 2023,1,5999,LIVRE,Rabat,PayPal,LIV008,2023-04-16
CMD041410,CLI03041,P028,31/12/2023,1,599,DONE,Tanger,Wafacash,LIV010,2024-01-04
CMD041646,CLI00484,P001,2023-02-14,1,12999,livré,Béni Mellal,Google Pay,LIV015,2023-02-18
CMD024246,CLI02652,P036,2023-06-14,1,899,livre,Tanger,Virement bancaire,LIV004,2023-06-22
CMD021828,CLI00876,P015,Apr 10 2023,1,14999,KO,Fes,PayPal,LIV005,2023-04-18
CMD035029,CLI00158,P012,2024-03-02,4,7999,retourne,Tanger,Google Pay,LIV009,2024-03-05
CMD002229,CLI04047,P020,19/09/2022,1,0,DONE,Rabat,Cash à la livraison,LIV007,2022-09-24
CMD014248,CLI03569,P034,2023-09-11,1,599,livre,Fès,Apple Pay,LIV007,2023-09-19
CMD032429,CLI03751,P013,2022-05-30,1,5499,livre,Marrakech,PayPal,LIV001,2022-06-09
CMD035553,CLI02132,P013,31/05/2023,1,5499,KO,Tanger,Cash à la livraison,LIV001,2023-06-09
CMD006496,CLI02023,P037,27/10/2022,2,249,LIVRE,Tanger,PayPal,LIV001,2022-11-02
CMD020162,CLI04903,P003,08/10/2023,1,11999,livre,Meknès,PayPal,LIV008,2023-10-13
CMD046568,CLI01693,P015,2022-07-10,1,14999,retourne,Marrakech,Wafacash,LIV003,2022-07-16
CMD029006,CLI02028,P027,Dec 02 2024,1,699,DONE,FES,Apple Pay,LIV009,2024-12-07
CMD008256,CLI00655,P011,2022-05-21,2,5999,DONE,Rabat,Wafacash,LIV012,2022-05-28
CMD001485,CLI04341,P016,25/11/2022,1,4299,livre,AGADIR,Google Pay,LIV006,2022-12-02
CMD000056,CLI01607,P033,Apr 17 2024,2,1499,livre,Casablanca,PayPal,LIV004,2024-04-19
CMD003572,CLI02962,P018,Mar 16 2022,1,1799,annule,Casablanca,Carte bancaire,LIV001,2022-03-18
CMD019488,CLI04319,P026,Jan 24 2023,1,1499,livré,tanja,Virement bancaire,LIV011,2023-01-30
CMD049295,CLI04452,P008,27/09/2024,2,1299,livre,Agadir,Cash à la livraison,LIV002,2024-10-06
CMD006139,CLI00443,P004,2023-12-12,1,3999,KO,Casablanca,PayPal,LIV002,2023-12-17
CMD048231,CLI01746,P050,23/02/2023,1,0,livré,Tanger,Google Pay,LIV012,2023-02-26
CMD016645,CLI01500,P009,Apr 01 2024,-1,0,LIVRE,Fès,Google Pay,LIV001,2024-04-03
CMD034444,CLI01195,P007,Jul 05 2022,1,2299,DONE,Tétouan,PayPal,LIV014,2022-07-14
CMD038266,CLI01264,P025,24/12/2023,1,499,DONE,tanja,Google Pay,LIV003,2023-12-26
CMD024474,CLI00068,P018,2024-11-10,1,1799,LIVRE,Casablanca,Wafacash,LIV011,2024-11-19
CMD025330,CLI02646,P011,07/07/2023,1,5999,OK,Tanger,Wafacash,LIV001,2023-07-12
CMD039488,CLI01224,P047,2023-08-08,1,29,LIVRE,fez,Cash à la livraison,LIV012,2023-08-10
CMD007279,CLI00132,P036,Jul 09 2023,4,899,LIVRE,tanja,Cash à la livraison,LIV012,2023-07-19
CMD035782,CLI04885,P012,Feb 27 2023,0,7999,livré,Safi,Virement bancaire,LIV006,2023-03-04
CMD007622,CLI00043,P010,Jan 28 2024,1,6499,livre,Rabat,Western Union,,2024-02-07
CMD046502,CLI00072,P010,21/08/2024,1,6499,livre,casablanca,Carte bancaire,LIV012,2024-08-22
CMD048225,CLI03598,P025,Sep 26 2022,1,499,livré,mkch,Virement bancaire,LIV002,2022-09-30
CMD044240,CLI01850,P016,05/03/2022,1,4299,livre,Tanger,Apple Pay,LIV005,2022-03-12
CMD001562,CLI02668,P022,2023-08-30,1,349,annulé,Rabat,Virement bancaire,LIV009,2023-08-31
CMD012108,CLI03380,P012,Nov 04 2024,1,7999,DONE,Tanger,Apple Pay,LIV007,2024-11-08
CMD036877,CLI00680,P033,26/01/2024,2,1499,livre,Casablanca,Cash à la livraison,LIV006,2024-01-29
CMD035407,CLI04057,P025,Nov 22 2022,1,499,livre,Casablanca,Western Union,LIV015,2022-11-30
CMD046594,CLI00784,P009,2023-05-21,2,13999,retourne,Agadir,Virement bancaire,LIV002,2023-05-31
CMD045821,CLI02170,P037,2023-06-26,1,249,LIVRE,Tanger,Western Union,LIV010,2023-07-06
CMD015542,CLI00362,P001,Apr 10 2022,1,12999,OK,Oujda,Western Union,,2022-04-20
CMD014978,CLI02162,P021,2022-10-13,1,799,DONE,Rabat,Carte bancaire,,2022-10-22
CMD012709,CLI02811,P008,17/07/2024,-2,1299,LIVRE,Rabat,Carte bancaire,LIV003,2024-07-19
CMD016079,CLI02229,P023,Dec 16 2022,4,1299,LIVRE,Nador,Western Union,LIV015,2022-12-20
CMD048717,CLI00467,P012,2022-09-24,1,7999,en_cours,Tanger,PayPal,LIV015,2022-09-29
CMD015859,CLI04756,P031,2022-03-28,1,349,OK,Fès,Apple Pay,LIV009,2022-04-07
CMD047814,CLI01282,P024,2022-02-10,1,799,LIVRE,tangier,Western Union,LIV005,2022-02-20
CMD025795,CLI04233,P034,26/09/2022,1,599,LIVRE,Fès,PayPal,LIV014,2022-10-01
CMD012515,CLI02662,P036,10/10/2023,1,899,DONE,Tanger,Cash à la livraison,LIV011,2023-10-17
CMD020153,CLI03032,P028,08/11/2024,2,599,annule,Casablanca,PayPal,LIV012,2024-11-10
CMD041171,CLI02557,P012,27/05/2024,1,7999,livré,tng,Apple Pay,LIV008,2024-05-28
CMD006853,CLI01085,P008,30/11/2024,1,1299,DONE,tangier,Virement bancaire,LIV009,2024-12-02
CMD033130,CLI04274,P002,May 27 2023,1,9499,annulé,Casablanca,Google Pay,LIV001,2023-06-01
CMD028291,CLI02230,P018,2023-01-29,1,1799,livre,Rabat,PayPal,LIV005,2023-02-08
CMD031021,CLI02948,P029,May 06 2022,2,899,livré,Casablanca,Western Union,LIV008,2022-05-14
CMD040806,CLI01360,P011,30/12/2022,2,5999,retourné,Tanger,Google Pay,LIV012,2023-01-01
CMD028755,CLI01900,P028,2023-08-25,1,599,DONE,Tanger,PayPal,LIV013,2023-08-31
CMD027821,CLI03732,P021,21/10/2023,1,799,livre,Tanger,Apple Pay,LIV007,2023-10-23
CMD014785,CLI00068,P046,14/09/2022,1,35,livré,Béni Mellal,Apple Pay,LIV010,2022-09-21
CMD039717,CLI00279,P010,06/09/2023,2,6499,DONE,Tanger,Western Union,LIV004,2023-09-09
CMD043879,CLI01372,P032,Aug 19 2022,2,1299,KO,Casablanca,Cash à la livraison,LIV008,2022-08-22
CMD016594,CLI04810,P004,2024-03-08,1,3999,livré,Taza,Carte bancaire,LIV009,2024-03-12
CMD029910,CLI01632,P031,Dec 24 2022,1,349,OK,Kenitra,PayPal,LIV001,2022-12-27
CMD028222,CLI04668,P017,2022-11-03,1,2199,DONE,Rabat,Virement bancaire,LIV010,2022-11-05
CMD031070,CLI00101,P045,2022-09-11,1,49,livre,SAFI,Apple Pay,LIV006,2022-09-20
CMD011808,CLI04885,P032,Oct 25 2022,1,1299,livre,Casablanca,Western Union,LIV001,2022-10-30
CMD035239,CLI02319,P013,2023-03-28,1,5499,annulé,Fès,Wafacash,LIV015,2023-03-29
CMD029730,CLI00314,P003,Feb 28 2022,3,11999,LIVRE,Casablanca,Google Pay,LIV014,2022-03-08
CMD006110,CLI02512,P021,Jul 28 2023,1,799,DONE,Nador,Google Pay,LIV001,2023-08-03
CMD031582,CLI02127,P005,2023-11-28,2,2799,livré,Casablanca,Cash à la livraison,LIV014,2023-12-02
CMD025141,CLI01305,P010,2022-08-03,1,6499,LIVRE,tng,Apple Pay,LIV010,2022-08-10
CMD038801,CLI04109,P038,2024-03-28,1,299,livré,El Jadida,Carte bancaire,LIV003,2024-04-01
